"id","ERGO.Function","GenBank.Function","strand","length.nt.","length.aa.","GRAVY","Molecular.Weight","Iso.electric.Point","gene.name","Kegg.Orthology","COG_Category_description","KEGG_Pathway_names","eggnog_COG_category","eggnog_seed_ortholog","eggnog_evalue","eggnog_score","eggnog_Description","eggnog_Preferred_name","eggnog_GOs","eggnog_EC","eggnog_KEGG_ko","eggnog_KEGG_Pathway","eggnog_KEGG_Module","eggnog_KEGG_Reaction","eggnog_KEGG_rclass","eggnog_BRITE","eggnog_KEGG_TC","eggnog_CAZy","eggnog_BiGG_Reaction","eggnog_PFAMs","TransAAP_Transporter_Family","TransAAP_Subfamily","TransAAP_Substrate_Function"
"RCHGF000032",,"hypothetical protein","positive",114,38,"0.826315789473684","4441.3745","9.38360595703125","None",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RCHGF000033","Ornithine aminotransferase (EC 2.6.1.13)","amidohydrolase","negative",1155,385,"-0.173506493506494","42381.7624000001","5.01409912109375","None","K12941 - abgB - aminobenzoyl-glutamate utilization protein B","(S) Function Unknown","-","S","908340.HMPREF9406_3849","2.96E-288","786","amidohydrolase","-","-","-","-","-","-","-","-","-","-","-","-","M20_dimer,Peptidase_M20","NA","NA","NA"
"RCHGF000034","Glycogen phosphorylase (EC 2.4.1.1)","phosphorylase, glycogen/starch/alpha-glucan family (EC 2.4.1.1)","negative",2412,804,"-0.394527363184079","92772.5458000005","5.45977783203125","glgP","K00688 - PYG, glgP - glycogen phosphorylase [EC:2.4.1.1] [2.4.1.1]","(G) Carbohydrate metabolism and transport","Starch and sucrose metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Biofilm formation - Escherichia coli; Necroptosis; Insulin signaling pathway; Glucagon signaling pathway; Insulin resistance","G","908340.HMPREF9406_3851","0","1622","Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties","glgP","-","2.4.1.1","ko:K00688","ko00500,ko01100,ko01110,ko02026,ko04217,ko04910,ko04922,ko04931,map00500,map01100,map01110,map02026,map04217,map04910,map04922,map04931","-","R02111","-","ko00000,ko00001,ko01000","-","GT35","-","Phosphorylase","NA","NA","NA"
"RCHGF000035",,"hypothetical protein","negative",642,214,"-0.298598130841121","23922.8714","6.13409423828125","None",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RCHGF000036","Hypothetical glycosyl transferase family 2 protein","glycosyltransferase, group 2 family protein (EC 2.4.-.-)","negative",945,315,"-0.026031746031746","36511.7874999999","6.35748291015625","None","K12999 - rgpI - glucosyltransferase [EC:2.4.1.-] [2.4.1.-]","(M) Cell wall/membrane/envelop biogenesis","-","M","908340.HMPREF9406_3853","8.98E-225","619","PFAM Glycosyl transferase family 2","-","-","-","ko:K20534","-","-","-","-","ko00000,ko01000,ko01005,ko02000","4.D.2.1.9","GT2","-","Glycos_transf_2","NA","NA","NA"
"RCHGF000037","Cell wall teichoic acid glycosylation protein gtcA","cell wall teichoic acid glycosylation protein GtcA","negative",399,133,"0.757142857142857","15300.1009","8.77484130859375","gtcA",,"(S) Function Unknown","-","S","908340.HMPREF9406_3854","3.77E-84","249","GtrA-like protein","-","-","-","-","-","-","-","-","-","-","-","-","GtrA","NA","NA","NA"
"RCHGF000038",,"histidine kinase A domain protein","negative",1875,625,"-0.27488","74219.6414000001","5.92620849609375","None",,"(T) Signal Transduction","-","T","908340.HMPREF9406_3855","0","1210","Histidine kinase","-","-","-","-","-","-","-","-","-","-","-","-","HAMP,HATPase_c_5,HisKA","NA","NA","NA"
"RCHGF000039","Two-component response regulator yrkP","response regulator receiver domain protein","negative",699,233,"-0.498712446351932","27662.4631","6.04010009765625","None","K02483 - K02483 - two-component system, OmpR family, response regulator","(K) Transcription","-","K","908340.HMPREF9406_3856","1.57E-168","470","response regulator, receiver","-","-","-","ko:K02483","-","-","-","-","ko00000,ko02022","-","-","-","Response_reg,Trans_reg_C","NA","NA","NA"
"RCHGF000040","Integral membrane protein","hypothetical protein","negative",2544,848,"0.083372641509434","97291.2641000005","9.34722900390625","None",,"(S) Function Unknown","-","S","908340.HMPREF9406_3857","0","1634","Psort location CytoplasmicMembrane, score","-","-","-","-","-","-","-","-","-","-","-","-","YfhO","NA","NA","NA"
"RCHGF000041","CDP-ribitol ribitolphosphotransferase (EC 2.7.8.14)","CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase","negative",1098,366,"-0.132513661202186","42583.0730000001","8.52606201171875","None","K18704 - tarL - CDP-ribitol ribitolphosphotransferase / teichoic acid ribitol-phosphate polymerase [EC:2.7.8.14 2.7.8.47] [2.7.8.14 2.7.8.47]","(M) Cell wall/membrane/envelop biogenesis","-","M","908340.HMPREF9406_3858","4.59E-271","741","CDP-Glycerol:Poly(glycerophosphate) glycerophosphotransferase","-","-","2.7.8.14,2.7.8.47","ko:K18704","-","-","R11614,R11621","-","ko00000,ko01000","-","-","-","Glyphos_transf","NA","NA","NA"
"RCHGF000042",,"glycosyltransferase, group 2 family protein (EC 2.4.-.-)","negative",2586,862,"-0.404988399071925","101296.704400001","8.98748779296875","None","K09809 - tagF - CDP-glycerol glycerophosphotransferase [EC:2.7.8.12] [2.7.8.12]","(M) Cell wall/membrane/envelop biogenesis","-","M","908340.HMPREF9406_3859","0","1729","Glycosyltransferase like family 2","-","-","-","-","-","-","-","-","-","-","-","-","Glycos_transf_2","NA","NA","NA"
"RCHGF000043",,"glycosyltransferase, group 2 family protein (EC 2.4.-.-)","negative",3450,1150,"-0.487652173913042","134314.155","7.91827392578125","None","K09809 - tagF - CDP-glycerol glycerophosphotransferase [EC:2.7.8.12] [2.7.8.12]","(M) Cell wall/membrane/envelop biogenesis","-","M","908340.HMPREF9406_3860","0","2316","CDP-Glycerol:Poly(glycerophosphate) glycerophosphotransferase","-","-","-","-","-","-","-","-","-","-","-","-","Glycos_transf_2,Glyphos_transf","NA","NA","NA"
"RCHGF000044","Glycerol-3-phosphate cytidylyltransferase (EC 2.7.7.39)","glycerol-3-phosphate cytidylyltransferase (EC 2.7.7.39)","negative",390,130,"-0.300769230769231","15245.4972","5.45635986328125","tagD","K00980 - tagD - glycerol-3-phosphate cytidylyltransferase [EC:2.7.7.39] [2.7.7.39]","(I) Lipid metabolism; (M) Cell wall/membrane/envelop biogenesis","Glycerophospholipid metabolism","IM","908340.HMPREF9406_3861","1.38E-89","262","Glycerol-3-phosphate cytidylyltransferase","tagD","-","2.7.7.39","ko:K00980","ko00564,map00564","-","R00856","RC00002","ko00000,ko00001,ko01000","-","-","-","CTP_transf_like,GFO_IDH_MocA","NA","NA","NA"
"RCHGF000045","Teichoic acid translocation ATP-binding protein tagH","ABC transporter, ATP-binding protein","negative",834,278,"-0.256834532374101","30884.3718","8.21893310546875","None","K09693 - tagH - teichoic acid transport system ATP-binding protein [EC:7.5.2.4] [7.5.2.4]","(G) Carbohydrate metabolism and transport; (M) Cell wall/membrane/envelop biogenesis","ABC transporters","GM","908340.HMPREF9406_3862","7.14E-192","533","ATPases associated with a variety of cellular activities","tagH","-","3.6.3.40","ko:K01990,ko:K09691,ko:K09693","ko02010,map02010","M00250,M00251,M00254","-","-","ko00000,ko00001,ko00002,ko01000,ko02000","3.A.1,3.A.1.103,3.A.1.104","-","-","ABC_tran,Wzt_C","ABC","binding","daunorubicin"
"RCHGF000046","Teichoic acid translocation permease protein tagG","ABC-2 type transporter","negative",816,272,"0.601838235294117","32031.9274","9.16802978515625","None","K09692 - tagG - teichoic acid transport system permease protein","(G) Carbohydrate metabolism and transport; (M) Cell wall/membrane/envelop biogenesis","ABC transporters","GM","908340.HMPREF9406_3863","8.17E-204","563","Transport permease protein","-","-","-","ko:K09692","ko02010,map02010","M00251","-","-","ko00000,ko00001,ko00002,ko02000","3.A.1.104","-","-","ABC2_membrane","ABC","membrane","polysaccharide export"
"RCHGF000047",,"fibronectin type III domain protein","negative",1971,657,"-0.626940639269406","74549.7469000003","8.86700439453125","None",,"(S) Function Unknown","-","S","908340.HMPREF9406_3864","0","1335","Metallo-beta-lactamase superfamily","-","-","-","-","-","-","-","-","-","-","-","-","Lactamase_B,fn3","NA","NA","NA"
"RCHGF000048",,"Gram-positive signal peptide protein, YSIRK family","negative",813,271,"-0.534317343173432","31859.6015","9.56341552734375","None",,"(S) Function Unknown","-","S","908340.HMPREF9406_3865","1.71E-200","554","GlcNAc-PI de-N-acetylase","-","-","-","-","-","-","-","-","-","-","-","-","PIG-L","NA","NA","NA"
"RCHGF000049","Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)","glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)","negative",1026,342,"-0.132748538011696","37445.2725","5.81109619140625","gpsA","K00057 - gpsA - glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94] [1.1.1.94]","(I) Lipid metabolism","Glycerophospholipid metabolism; Biosynthesis of secondary metabolites","I","908340.HMPREF9406_3866","1.12E-243","669","Glycerol-3-phosphate dehydrogenase","gpsA","-","1.1.1.94","ko:K00057","ko00564,ko01110,map00564,map01110","-","R00842,R00844","RC00029","ko00000,ko00001,ko01000","-","-","-","NAD_Gly3P_dh_C,NAD_Gly3P_dh_N","NA","NA","NA"
"RCHGF000050","1,4-alpha-glucan branching enzyme (EC 2.4.1.18)","1,4-alpha-glucan branching enzyme (EC 2.4.1.18)","negative",1857,619,"-0.582552504038771","72749.5288000003","5.90924072265625","glgB","K00700 - GBE1, glgB - 1,4-alpha-glucan branching enzyme [EC:2.4.1.18] [2.4.1.18]","(G) Carbohydrate metabolism and transport","Starch and sucrose metabolism; Metabolic pathways; Biosynthesis of secondary metabolites","G","908340.HMPREF9406_3867","0","1313","Catalyzes the formation of the alpha-1,6-glucosidic linkages in glycogen by scission of a 1,4-alpha-linked oligosaccharide from growing alpha-1,4-glucan chains and the subsequent attachment of the oligosaccharide to the alpha-1,6 position","glgB","-","2.4.1.18","ko:K00700","ko00500,ko01100,ko01110,map00500,map01100,map01110","M00565","R02110","-","ko00000,ko00001,ko00002,ko01000,ko04147","-","CBM48,GH13","-","Alpha-amylase,Alpha-amylase_C,CBM_48","NA","NA","NA"
"RCHGF000051","Phosphoglucomutase (EC 5.4.2.2) / Phosphomannomutase (EC 5.4.2.8)","phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II (EC 5.4.2.2)","negative",1692,564,"-0.374645390070922","63371.0870000002","4.92059326171875","pgcA","K01835 - pgm - phosphoglucomutase [EC:5.4.2.2] [5.4.2.2]","(G) Carbohydrate metabolism and transport","Glycolysis / Gluconeogenesis; Pentose phosphate pathway; Fructose and mannose metabolism; Galactose metabolism; Purine metabolism; Starch and sucrose metabolism; Amino sugar and nucleotide sugar metabolism; Streptomycin biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; NA","G","908340.HMPREF9406_3868","0","1135","phosphoglucomutase phosphomannomutase alpha beta alpha domain II","pgcA","-","5.4.2.2,5.4.2.8","ko:K01835,ko:K01840","ko00010,ko00030,ko00051,ko00052,ko00230,ko00500,ko00520,ko00521,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00051,map00052,map00230,map00500,map00520,map00521,map01100,map01110,map01120,map01130","M00114,M00549","R00959,R01057,R01818,R08639","RC00408","ko00000,ko00001,ko00002,ko01000","-","-","-","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV","NA","NA","NA"
"RCHGF000052",,"hypothetical protein","negative",126,42,"-0.021428571428572","4877.6484","6.69097900390625","None",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RCHGF000053",,"hypothetical protein","negative",165,55,"-0.269090909090909","6663.637","7.87908935546875","None",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RCHGF000054",,"hypothetical protein","negative",135,45,"0.313333333333333","4720.4206","4.19635009765625","None",,"(G) Carbohydrate metabolism and transport","-","G","658659.HMPREF0983_03326","9.18E-23","88.6","phosphocarrier protein HPr","ptsH","-","-","ko:K11189","-","-","-","-","ko00000,ko02000","4.A.2.1","-","-","PTS-HPr","NA","NA","NA"
"RCHGF000055","Hypothetical cytosolic protein","hypothetical protein","negative",447,149,"-0.045637583892618","16099.2893","4.70989990234375","None",,"(S) Function Unknown","-","S","908340.HMPREF9406_3872","3.34E-106","306","Protein of unknown function (DUF523)","-","-","-","-","-","-","-","-","-","-","-","-","DUF523","NA","NA","NA"
"RCHGF000056",,"hypothetical protein","negative",126,42,"-0.007142857142857","5148.9576","8.10443115234375","None",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RCHGF000057","Butirosin biosynthesis protein BtrG","AIG2-like family protein","negative",408,136,"-0.424264705882353","15701.5348","4.77716064453125","None",,"(S) Function Unknown","-","S","908340.HMPREF9406_3874","1.65E-93","273","Gamma-glutamyl cyclotransferase, AIG2-like","-","-","-","-","-","-","-","-","-","-","-","-","GGACT","NA","NA","NA"
"RCHGF000058","Pyrrolidone-carboxylate peptidase (EC 3.4.19.3)","pyroglutamyl-peptidase I (EC 3.4.19.3)","negative",639,213,"0.012206572769953","23052.3841","5.37908935546875","pcp","K01304 - pcp - pyroglutamyl-peptidase [EC:3.4.19.3] [3.4.19.3]","(O) Post-translational modification, protein turnover, chaperone functions","-","O","908340.HMPREF9406_3875","6.66E-151","424","Removes 5-oxoproline from various penultimate amino acid residues except L-proline","pcp","-","3.4.19.3","ko:K01304","-","-","-","-","ko00000,ko01000,ko01002","-","-","-","Peptidase_C15","NA","NA","NA"
"RCHGF000059","Permease","hypothetical protein","negative",933,311,"0.989389067524116","33158.6117","8.82342529296875","None",,"(S) Function Unknown","-","S","908340.HMPREF9406_3876","1.25E-213","591","Protein of unknown function (DUF979)","-","-","-","-","-","-","-","-","-","-","-","-","DUF979","NA","NA","NA"
"RCHGF000060","Permease","hypothetical protein","negative",675,225,"0.772","24302.722","9.35064697265625","None","K02372 - fabZ - 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59] [4.2.1.59]","(S) Function Unknown","-","S","908340.HMPREF9406_3877","5.14E-145","410","Protein of unknown function (DUF969)","-","-","-","-","-","-","-","-","-","-","-","-","DUF969","NA","NA","NA"
"RCHGF000061","Hypothetical cytosolic protein","hypothetical protein","negative",744,248,"-0.335080645161291","28669.9254","8.17083740234375","None","K09861 - K09861 - uncharacterized protein","(S) Function Unknown","-","S","908340.HMPREF9406_3878","2.23E-180","501","Belongs to the UPF0246 family","-","-","-","ko:K09861","-","-","-","-","ko00000","-","-","-","H2O2_YaaD","NA","NA","NA"
"RCHGF000062","Hypothetical membrane spanning protein","hypothetical protein","negative",1182,394,"0.778172588832488","43679.7503","8.82232666015625","None",,"(S) Function Unknown","-","S","908340.HMPREF9406_3879","5.31E-266","730","AI-2E family transporter","-","-","-","-","-","-","-","-","-","-","-","-","AI-2E_transport","AI-2E",,"Autoinducer-2 export"
"RCHGF000063","Excinuclease ABC subunit B","excinuclease ABC, B subunit (EC 3.1.25.-)","negative",1974,658,"-0.427203647416413","75562.5973000004","5.70477294921875","uvrB","K03702 - uvrB - excinuclease ABC subunit B","(L) Replication and repair","Nucleotide excision repair","L","908340.HMPREF9406_3880","0","1280","damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage","uvrB","-","-","ko:K03702","ko03420,map03420","-","-","-","ko00000,ko00001,ko03400","-","-","-","Helicase_C,ResIII,UVR,UvrB","NA","NA","NA"
"RCHGF000064","Carboxy-terminal processing protease precursor (EC 3.4.21.102)","peptidase, S41 family (EC 3.4.21.-)","negative",1479,493,"-0.391075050709939","54739.3966","5.83599853515625","None","K03797 - E3.4.21.102, prc, ctpA - carboxyl-terminal processing protease [EC:3.4.21.102] [3.4.21.102]","(M) Cell wall/membrane/envelop biogenesis","-","M","908340.HMPREF9406_3881","0","973","Belongs to the peptidase S41A family","ctpA","-","3.4.21.102","ko:K03797","-","-","-","-","ko00000,ko01000,ko01002","-","-","-","PDZ_2,Peptidase_S41","NA","NA","NA"
"RCHGF000065","Cell division protein ftsX","efflux ABC transporter, permease protein","negative",900,300,"0.461","33607.5695","9.53424072265625","None","K09811 - ftsX - cell division transport system permease protein","(D) Cell cycle control and mitosis","ABC transporters","D","908340.HMPREF9406_3882","1.45E-202","562","Part of the ABC transporter FtsEX involved in asymmetric cellular division facilitating the initiation of sporulation","ftsX","-","-","ko:K09811","ko02010,map02010","M00256","-","-","ko00000,ko00001,ko00002,ko02000,ko03036","3.A.1.140","-","-","FtsX","ABC","membrane","cell division"
"RCHGF000066","Cell division ATP-binding protein ftsE","cell division ATP-binding protein FtsE","negative",687,229,"-0.156331877729258","25682.4879","6.25238037109375","ftsE","K09812 - ftsE - cell division transport system ATP-binding protein","(D) Cell cycle control and mitosis","ABC transporters","D","908340.HMPREF9406_3883","3.98E-160","449","cell division ATP-binding protein FtsE","ftsE","-","-","ko:K09812","ko02010,map02010","M00256","-","-","ko00000,ko00001,ko00002,ko02000,ko03036","3.A.1.140","-","-","ABC_tran","ABC","binding","phosphonate"
"RCHGF000067",,"peptidase, M23 family","negative",1395,465,"-0.389677419354839","50636.1142000001","7.99554443359375","None",,"(D) Cell cycle control and mitosis","-","D","908340.HMPREF9406_3884","1.62E-212","601","Peptidase, M23","-","-","-","ko:K21471","-","-","-","-","ko00000,ko01000,ko01002,ko01011","-","-","-","Peptidase_M23","NA","NA","NA"
"RCHGF000068","Cell division protein ftsX","efflux ABC transporter, permease protein","negative",894,298,"0.330872483221476","33367.8222","6.23406982421875","None","K09811 - ftsX - cell division transport system permease protein","(D) Cell cycle control and mitosis","ABC transporters","D","908340.HMPREF9406_3885","6.57E-198","550","Part of the ABC transporter FtsEX involved in asymmetric cellular division facilitating the initiation of sporulation","ftsX","-","-","ko:K09811","ko02010,map02010","M00256","-","-","ko00000,ko00001,ko00002,ko02000,ko03036","3.A.1.140","-","-","FtsX","ABC","membrane","cell division"
"RCHGF000069","Cell division ATP-binding protein ftsE","cell division ATP-binding protein FtsE","negative",687,229,"-0.116593886462882","25622.2837","6.32635498046875","ftsE","K09812 - ftsE - cell division transport system ATP-binding protein","(D) Cell cycle control and mitosis","ABC transporters","D","908340.HMPREF9406_3886","9.76E-161","450","cell division ATP-binding protein FtsE","ftsE","-","-","ko:K09812","ko02010,map02010","M00256","-","-","ko00000,ko00001,ko00002,ko02000,ko03036","3.A.1.140","-","-","ABC_tran","ABC","binding","phosphonate"
"RCHGF000070","Hypothetical membrane spanning protein","hypothetical protein","negative",873,291,"0.673883161512027","31276.6846","5.72271728515625","None",,"(S) Function Unknown","-","S","908340.HMPREF9406_3887","3.14E-197","548","Uncharacterised 5xTM membrane BCR, YitT family COG1284","-","-","-","-","-","-","-","-","-","-","-","-","DUF2179,YitT_membrane","NA","NA","NA"
"RCHGF000071",,"hypothetical protein","negative",363,121,"-0.290082644628099","14068.8789","4.63079833984375","None",,"(S) Function Unknown","-","S","1232453.BAIF02000022_gene4465","3.1E-87","256","Psort location Cytoplasmic, score","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RCHGF000072",,"hypothetical protein","negative",117,39,"-0.769230769230769","4612.4218","9.99810791015625","None",,"(S) Function Unknown","-","S","1121115.AXVN01000013_gene3201","3.45E-19","78.6","Transposon-encoded protein TnpW","-","-","-","-","-","-","-","-","-","-","-","-","TnpW","NA","NA","NA"
"RCHGF000073",,"IstB-like ATP-binding protein","negative",861,287,"-0.491289198606272","32805.0928","6.25799560546875","None","K02315 - dnaC - DNA replication protein DnaC","(L) Replication and repair","-","L","908340.HMPREF9406_3890","2.34E-206","570","DNA replication protein","-","-","-","ko:K02315","-","-","-","-","ko00000,ko03032","-","-","-","IstB_IS21","NA","NA","NA"
