id,Category,Locus,Gene Name,Aliases,Assigned Function,deseq2_log2_FC,Avg. Expression,lfc SE,wald stat,p-value,deseq2_q_value,ERGO.Function,GenBank.Function,strand,length.nt.,length.aa.,GRAVY,Molecular.Weight,Iso.electric.Point,gene.name,Kegg.Orthology,COG_Category_description,KEGG_Pathway_names,eggnog_COG_category,eggnog_seed_ortholog,eggnog_evalue,eggnog_score,eggnog_Description,eggnog_Preferred_name,eggnog_GOs,eggnog_EC,eggnog_KEGG_ko,eggnog_KEGG_Pathway,eggnog_KEGG_Module,eggnog_KEGG_Reaction,eggnog_KEGG_rclass,eggnog_BRITE,eggnog_KEGG_TC,eggnog_CAZy,eggnog_BiGG_Reaction,eggnog_PFAMs,TransAAP_Transporter_Family,TransAAP_Subfamily,TransAAP_Substrate_Function
RCHGF000128,Uncategorized;,AENW01000058,null,"HMPREF9406_1418, EFR35814.1","PTS system, lactose-specific IIA component (EC 2.7.1.69)",2.78,4.78,0.434,6.4,1.54e-10,1.34e-9,"PTS system, lactose-specific IIA component (EC 2.7.1.69)","PTS system, Lactose/Cellobiose specific IIA subunit",positive,333,111,-0.28018018018018,12377.901,4.75653076171875,None,"K02759 - PTS-Cel-EIIA, celC, chbA - PTS system, cellobiose-specific IIA component [EC:2.7.1.196 2.7.1.205] [2.7.1.196 2.7.1.205]",(G) Carbohydrate metabolism and transport,Starch and sucrose metabolism; Phosphotransferase system (PTS),G,908340.HMPREF9406_1418,3.25e-70,212,"PTS system, Lactose/Cellobiose specific IIA subunit",-,-,"2.7.1.196,2.7.1.205",ko:K02759,"ko00500,ko02060,map00500,map02060",M00275,"R11170,R11172","RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000",4.A.3.2,-,-,PTS_IIA,SSPTS,EnzymeIIA,cellobiose
RCHGF000129,Uncategorized;,AENW01000058,null,"HMPREF9406_1419, EFR35788.1",NA,1.57,17.6,0.17,9.23,2.68e-20,3.82e-19,NA,"aminotransferase, class I/II (EC 2.6.1.-)",positive,1206,402,-0.10547263681592,45127.2535000001,5.17669677734375,None,K10907 - K10907 - aminotransferase [EC:2.6.1.-] [2.6.1.-],(H) Coenzyme metabolis,-,H,908340.HMPREF9406_1419,5.6399999999999994e-297,809,DegT/DnrJ/EryC1/StrS aminotransferase family,-,-,-,-,-,-,-,-,-,-,-,-,Aminotran_1_2,NA,NA,NA
RCHGF000130,metabolic process;,AENW01000058,bglA,"bglA, HMPREF9406_1420, EFR35644.1",6-phospho-beta-glucosidase (EC 3.2.1.86),1.62,56.9,0.155,10.4,2.73e-25,4.4299999999999996e-24,6-phospho-beta-glucosidase (EC 3.2.1.86),"glycosyl hydrolase, family 1 (EC 3.2.1.86)",positive,1470,490,-0.34530612244898,55883.491,5.50750732421875,bglA,"K01223 - E3.2.1.86B, bglA - 6-phospho-beta-glucosidase [EC:3.2.1.86] [3.2.1.86]",(G) Carbohydrate metabolism and transport,-,G,908340.HMPREF9406_1420,0,1033,Belongs to the glycosyl hydrolase 1 family,-,-,-,-,-,-,-,-,-,-,-,-,Glyco_hydro_1,NA,NA,NA
RCHGF000131,Uncategorized;,AENW01000058,null,"HMPREF9406_1421, EFR35768.1",Proline racemase (EC 5.1.1.4),1.23,32.6,0.167,7.33,2.34e-13,2.39e-12,Proline racemase (EC 5.1.1.4),proline racemase (EC 5.1.1.4),positive,987,329,-0.052887537993921,36409.4741,6.08172607421875,None,K01777 - prdF - proline racemase [EC:5.1.1.4] [5.1.1.4],(E) Amino Acid metabolis and transport,Arginine and proline metabolism; Metabolic pathways,E,908340.HMPREF9406_1421,6.46e-241,661,Belongs to the proline racemase family,-,-,5.1.1.4,ko:K01777,"ko00330,ko01100,map00330,map01100",-,R01255,RC00479,"ko00000,ko00001,ko01000",-,-,-,Pro_racemase,NA,NA,NA
RCHGF000136,Uncategorized;,AENW01000058,gerE,"gerE, HMPREF9406_1426, EFR35786.1",NA,4.51,20.2,0.52,8.66,4.7e-18,6.21e-17,NA,putative spore germination protein GerE,positive,120,40,0.0225,4491.2818,8.21307373046875,gerE,NA,(K) Transcription,-,K,658659.HMPREF0983_03744,2.43e-18,75.9,response regulator,gerE,-,-,-,-,-,-,-,-,-,-,-,GerE,NA,NA,NA
RCHGF000139,Uncategorized;,AENW01000058,null,"HMPREF9406_1429, EFR35756.1",Germination protein germ,6.15,522,0.227,27,4.57e-161,5.889999999999999e-159,Germination protein germ,hypothetical protein,positive,978,326,-0.195092024539877,36439.2156,5.18475341796875,None,K06298 - gerM - germination protein M,(S) Function Unknown,-,S,908340.HMPREF9406_1429,1.3299999999999995e-227,627,COG5401 Spore germination protein,gerM,-,-,ko:K06298,-,-,-,-,ko00000,-,-,-,Germane,NA,NA,NA
RCHGF000141,Uncategorized;,AENW01000058,null,"HMPREF9406_1431, EFR35848.1",NA,1.01,228,0.202,5,5.77e-7,3.44e-6,NA,hypothetical protein,positive,1188,396,-0.192929292929293,43200.7566,5.17608642578125,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_1431,9.969999999999999e-288,785,F420-0:Gamma-glutamyl ligase,-,-,-,-,-,-,-,-,-,-,-,-,F420_ligase,NA,NA,NA
RCHGF000143,Uncategorized;,AENW01000058,null,"HMPREF9406_1433, EFR35874.1",NA,4.42,26.9,0.347,12.7,4.51e-37,1.0899999999999999e-35,NA,hypothetical protein,positive,174,58,-0.23448275862069,6937.8658,6.14605712890625,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF000144,Uncategorized;,AENW01000058,null,"HMPREF9406_1434, EFR35639.1",NA,4.47,66.6,0.238,18.7,2.4e-78,1.16e-76,NA,hypothetical protein,positive,735,245,0.58204081632653,28603.7948,7.08575439453125,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_1434,2.4099999999999996e-178,496,Sporulation factor SpoIIGA,-,-,-,-,-,-,-,-,-,-,-,-,Peptidase_U4,NA,NA,NA
RCHGF000145,Uncategorized;,AENW01000058,sigE,"sigE, HMPREF9406_1435, EFR35776.1",RNA polymerase sigma-E factor,3.87,51.9,0.256,15.1,1.6e-51,5.17e-50,RNA polymerase sigma-E factor,RNA polymerase sigma-E factor,positive,702,234,-0.405128205128205,27485.7627,7.71405029296875,sigE,K03091 - sigH - RNA polymerase sporulation-specific sigma factor,(K) Transcription,-,K,658659.HMPREF0983_03755,1.26e-154,435,Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released,sigE,-,-,-,-,-,-,-,-,-,-,-,"Sigma70_r2,Sigma70_r4",NA,NA,NA
RCHGF000146,Uncategorized;,AENW01000058,sigG,"sigG, HMPREF9406_1436, EFR35681.1",RNA polymerase sigma-G factor,2.57,17.6,0.168,15.3,1.6399999999999998e-52,5.54e-51,RNA polymerase sigma-G factor,RNA polymerase sigma-G factor,positive,777,259,-0.422393822393823,29935.0696,6.16717529296875,sigG,K03091 - sigH - RNA polymerase sporulation-specific sigma factor,(K) Transcription,-,K,908340.HMPREF9406_1436,6.079999999999999e-179,499,Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released,sigG,-,-,ko:K03091,-,-,-,-,"ko00000,ko03021",-,-,-,"Sigma70_r2,Sigma70_r3,Sigma70_r4",NA,NA,NA
RCHGF000147,Uncategorized;,AENW01000058,null,"HMPREF9406_1437, EFR35845.1",NA,7.17,256,0.367,19.6,4.0100000000000004e-85,2.16e-83,NA,"sporulation protein, YlmC/YmxH family",positive,243,81,0.277777777777778,9342.81119999999,4.67254638671875,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_1437,9.780000000000001e-58,178,PRC-barrel domain,-,-,-,-,-,-,-,-,-,-,-,-,PRC,NA,NA,NA
RCHGF000148,Uncategorized;,AENW01000058,null,"HMPREF9406_1438, EFR35711.1",Hypothetical cytosolic protein,-1.65,3300,0.299,-5.51,3.63e-8,2.53e-7,Hypothetical cytosolic protein,hypothetical protein,positive,399,133,-0.505263157894737,15118.8269,4.77618408203125,None,K09772 - sepF - cell division inhibitor SepF,(D) Cell cycle control and mitosis,-,D,658659.HMPREF0983_03758,7.329999999999999e-88,258,"Cell division protein that is part of the divisome complex and is recruited early to the Z-ring. Probably stimulates Z-ring formation, perhaps through the cross-linking of FtsZ protofilaments. Its function overlaps with FtsA",sepF,-,-,ko:K09772,-,-,-,-,"ko00000,ko03036",-,-,-,SepF,NA,NA,NA
RCHGF000155,cellular process;localization;,AENW01000058,null,"HMPREF9406_1445, EFR35820.1",General secretion pathway protein F,-1,18.6,0.265,-3.77,1.64e-4,6.43e-4,General secretion pathway protein F,bacterial type II secretion system domain protein F,positive,1194,398,0.173618090452261,45381.2327,9.20904541015625,None,K02653 - pilC - type IV pilus assembly protein PilC,(N) Cell motility; (U) Intracellular trafficing and secretion,-,NU,908340.HMPREF9406_1445,1.7400000000000002e-273,749,Type II secretion system,tapC,-,-,ko:K02653,-,-,-,-,"ko00000,ko02035,ko02044",3.A.15.2,-,-,T2SSF,MTB,NA,unknown substrate
RCHGF000167,Uncategorized;,AENW01000058,null,"HMPREF9406_1457, EFR35699.1",NA,2.09,1.91,0.548,3.81,1.36e-4,5.49e-4,NA,hypothetical protein,positive,120,40,-0.3575,4515.0232,6.80718994140625,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF000178,Uncategorized;,AENW01000058,null,"HMPREF9406_1468, EFR35664.1",NA,-1.28,2890,0.165,-7.78,7.2e-15,8.06e-14,NA,putative foldase protein PrsA,negative,876,292,-0.588013698630138,32643.8092,8.11456298828125,None,NA,"(O) Post-translational modification, protein turnover, chaperone functions",-,O,908340.HMPREF9406_1468,1.1899999999999999e-197,549,"Chaperone involved in the correct folding and assembly of outer membrane proteins. Recognizes specific patterns of aromatic residues and the orientation of their side chains, which are found more frequently in integral outer membrane proteins. May act in both early periplasmic and late outer membrane-associated steps of protein maturation",-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF000182,Uncategorized;,AENW01000058,null,"HMPREF9406_1472, EFR35858.1",NA,4,425,0.238,16.8,2.66e-63,1.12e-61,NA,SufB/sufD domain protein,positive,786,262,-0.227099236641222,29040.6214,5.30657958984375,None,NA,"(O) Post-translational modification, protein turnover, chaperone functions",-,O,908340.HMPREF9406_1472,2.4899999999999996e-184,513,TIGRFAM FeS assembly protein SufD,sufD,-,-,"ko:K07033,ko:K09015",-,-,-,-,ko00000,-,-,-,UPF0051,ABC,membrane,unknown substrate
RCHGF000183,metabolic process;cellular process;,AENW01000058,sufS,"sufS, HMPREF9406_1473, EFR35733.1",NA,3.49,714,0.278,12.6,3.64e-36,8.739999999999999e-35,NA,"cysteine desulfurase, SufS subfamily",positive,1230,410,0.005853658536585,45620.5846000001,5.44940185546875,sufS,K11717 - sufS - cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16] [2.8.1.7 4.4.1.16],(E) Amino Acid metabolis and transport,Selenocompound metabolism; Metabolic pathways,E,908340.HMPREF9406_1473,7.2399999999999986e-304,827,"Catalyzes the removal of elemental sulfur and selenium atoms from L-cysteine, L-cystine, L-selenocysteine, and L- selenocystine to produce L-alanine",sufS,-,"2.8.1.7,4.4.1.16",ko:K11717,"ko00450,ko01100,map00450,map01100",-,"R03599,R11528","RC00961,RC01789,RC02313","ko00000,ko00001,ko01000",-,-,-,Aminotran_5,NA,NA,NA
RCHGF000184,Uncategorized;,AENW01000058,null,"HMPREF9406_1474, EFR35727.1",IscU protein,1.66,157,0.29,5.73,9.98e-9,7.3e-8,IscU protein,"SUF system FeS assembly protein, NifU family",positive,447,149,-0.58255033557047,17281.2837,4.79461669921875,None,"K04488 - iscU, nifU - nitrogen fixation protein NifU and related proteins",(C) Energy production and conversion,-,C,908340.HMPREF9406_1474,3.75e-103,298,"SUF system FeS assembly protein, NifU family",iscU,-,-,ko:K04488,-,-,-,-,ko00000,-,-,-,NifU_N,NA,NA,NA
RCHGF000193,Uncategorized;,AENW01000058,null,"HMPREF9406_1483, EFR35660.1",Sulfite reductase (Ferredoxin) (EC 1.8.7.1),1.22,104,0.133,9.21,3.32e-20,4.72e-19,Sulfite reductase (Ferredoxin) (EC 1.8.7.1),nitrite/sulfite reductase ferredoxin domain protein,negative,1539,513,-0.234892787524367,57041.3744000001,6.16961669921875,None,K00366 - nirA - ferredoxin-nitrite reductase [EC:1.7.7.1] [1.7.7.1],(C) Energy production and conversion,Nitrogen metabolism; Sulfur metabolism; Metabolic pathways; Microbial metabolism in diverse environments,C,908340.HMPREF9406_1483,0,1036,Nitrite Sulfite reductase,nirA,-,"1.7.7.1,1.8.7.1","ko:K00366,ko:K00392","ko00910,ko00920,ko01100,ko01120,map00910,map00920,map01100,map01120","M00176,M00531","R00790,R00859,R03600","RC00065,RC00176","ko00000,ko00001,ko00002,ko01000",-,-,-,"NIR_SIR,NIR_SIR_ferr,TusA",NA,NA,NA
RCHGF000194,metabolic process;cellular process;,AENW01000058,hemA,"hemA, HMPREF9406_1484, EFR35734.1",NA,1.46,54.7,0.212,6.87,6.34e-12,6.08e-11,NA,glutamyl-tRNA reductase (EC 1.2.1.70),positive,1209,403,-0.206699751861042,45916.6298000001,6.56939697265625,hemA,K02492 - hemA - glutamyl-tRNA reductase [EC:1.2.1.70] [1.2.1.70],(H) Coenzyme metabolis,Porphyrin metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments,H,908340.HMPREF9406_1484,1.09e-274,753,Catalyzes the NADPH-dependent reduction of glutamyl- tRNA(Glu) to glutamate 1-semialdehyde (GSA),hemA,-,1.2.1.70,ko:K02492,"ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,R04109,"RC00055,RC00149","ko00000,ko00001,ko00002,ko01000",-,-,-,"GlutR_N,GlutR_dimer,Shikimate_DH",NA,NA,NA
RCHGF000195,metabolic process;cellular process;,AENW01000058,hemC,"hemC, HMPREF9406_1485, EFR35857.1",Porphobilinogen deaminase (EC 2.5.1.61),1.39,40.7,0.168,8.27,1.39e-16,1.7e-15,Porphobilinogen deaminase (EC 2.5.1.61),hydroxymethylbilane synthase (EC 2.5.1.61),positive,897,299,-0.180936454849499,33461.3821000001,6.42877197265625,hemC,"K01749 - hemC, HMBS - hydroxymethylbilane synthase [EC:2.5.1.61] [2.5.1.61]",(H) Coenzyme metabolis,Porphyrin metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments,H,908340.HMPREF9406_1485,7.529999999999999e-209,578,Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps,hemC,-,2.5.1.61,ko:K01749,"ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,R00084,RC02317,"ko00000,ko00001,ko00002,ko01000",-,-,iHN637.CLJU_RS15760,"Porphobil_deam,Porphobil_deamC",NA,NA,NA
RCHGF000196,metabolic process;cellular process;response to stimulus;,AENW01000058,cobA,"cobA, HMPREF9406_1486, EFR35762.1",Uroporphyrin-III C-methyltransferase (EC 2.1.1.107) / Uroporphyrinogen-III synthase (EC 4.2.1.75),1.68,115,0.124,13.5,1.0899999999999999e-41,2.8299999999999997e-40,Uroporphyrin-III C-methyltransferase (EC 2.1.1.107) / Uroporphyrinogen-III synthase (EC 4.2.1.75),uroporphyrinogen-III C-methyltransferase (EC 2.1.1.107),positive,1458,486,-0.030864197530864,53839.5868000001,6.15789794921875,cobA,K13542 - cobA-hemD - uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75] [2.1.1.107 4.2.1.75],(H) Coenzyme metabolis,Porphyrin metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments,H,908340.HMPREF9406_1486,0,964,Belongs to the precorrin methyltransferase family,cobA,-,"1.3.1.76,2.1.1.107,4.2.1.75,4.99.1.4","ko:K02302,ko:K02303,ko:K13542","ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,"R02864,R03165,R03194,R03947","RC00003,RC00871,RC01012,RC01034,RC01861","ko00000,ko00001,ko00002,ko01000",-,-,iHN637.CLJU_RS15755,"HEM4,Porphobil_deam,Porphobil_deamC,TP_methylase",NA,NA,NA
RCHGF000197,metabolic process;cellular process;,AENW01000058,hemB,"hemB, HMPREF9406_1487, EFR35638.1",Delta-aminolevulinic acid dehydratase (EC 4.2.1.24),1.48,67.7,0.204,7.24,4.36e-13,4.41e-12,Delta-aminolevulinic acid dehydratase (EC 4.2.1.24),porphobilinogen synthase (EC 4.2.1.24),positive,969,323,-0.065634674922601,36083.9907,5.04327392578125,hemB,"K01698 - hemB, ALAD - porphobilinogen synthase [EC:4.2.1.24] [4.2.1.24]",(H) Coenzyme metabolis,Porphyrin metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments,H,908340.HMPREF9406_1487,8.4e-234,643,Belongs to the ALAD family,hemB,-,4.2.1.24,ko:K01698,"ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,R00036,"RC00918,RC01781","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,ALAD,NA,NA,NA
RCHGF000198,metabolic process;cellular process;response to stimulus;,AENW01000058,hemL,"hemL, HMPREF9406_1488, EFR35764.1","Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)",1.41,60.7,0.131,10.8,3.0500000000000003e-27,5.420000000000001e-26,"Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)","glutamate-1-semialdehyde-2,1-aminomutase (EC 5.4.3.8)",positive,1287,429,0.086013986013986,46760.1722,5.78594970703125,hemL,"K01845 - hemL - glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8] [5.4.3.8]",(H) Coenzyme metabolis,Porphyrin metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments,H,908340.HMPREF9406_1488,0,869,Aminotransferase,hemL,-,5.4.3.8,ko:K01845,"ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,R02272,RC00677,"ko00000,ko00001,ko00002,ko01000,ko01007",-,-,-,Aminotran_3,NA,NA,NA
RCHGF000199,Uncategorized;,AENW01000058,null,"HMPREF9406_1489, EFR35662.1",NA,1.2,84.8,0.116,10.3,7.46e-25,1.1999999999999998e-23,NA,siroheme synthase domain protein,positive,1242,414,-0.021980676328502,46580.7191000001,7.81158447265625,None,NA,(H) Coenzyme metabolis,-,H,908340.HMPREF9406_1489,1.0599999999999999e-298,815,Putative NAD(P)-binding,-,-,-,-,-,-,-,-,-,-,-,-,NAD_binding_7,NA,NA,NA
RCHGF000201,metabolic process;cellular process;response to stimulus;biological regulation;,AENW01000058,dacF,"dacF, HMPREF9406_1491, EFR35708.1",D-alanyl-D-alanine serine-type carboxypeptidase (EC 3.4.16.4),6.57,918,0.178,37,1.9999999999999997e-299,1.0599999999999999e-296,D-alanyl-D-alanine serine-type carboxypeptidase (EC 3.4.16.4),serine-type D-Ala-D-Ala carboxypeptidase,positive,1185,395,-0.26253164556962,43671.9358000001,5.90032958984375,dacF,"K07258 - dacC, dacA, dacD - serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4] [3.4.16.4]",(M) Cell wall/membrane/envelop biogenesis,Peptidoglycan biosynthesis; Metabolic pathways,M,908340.HMPREF9406_1491,7.26e-285,778,Belongs to the peptidase S11 family,-,-,3.4.16.4,"ko:K01286,ko:K07258","ko00550,ko01100,map00550,map01100",-,-,-,"ko00000,ko00001,ko01000,ko01002,ko01011",-,-,-,"PBP5_C,Peptidase_S11",NA,NA,NA
RCHGF000202,Uncategorized;,AENW01000058,null,"HMPREF9406_1492, EFR35808.1",NA,5.26,70.1,0.477,11,2.82e-28,5.2600000000000005e-27,NA,hypothetical protein,positive,162,54,0.47962962962963,6137.8448,3.42742919921875,None,NA,NA,-,-,908340.HMPREF9406_1492,5.06e-28,101,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF000203,Uncategorized;,AENW01000058,null,"HMPREF9406_1493, EFR35852.1",RNA-binding ANTAR domain protein,-1.45,1260,0.468,-3.1,0.00195,0.0058,RNA-binding ANTAR domain protein,ANTAR domain protein,negative,582,194,-0.079381443298969,22138.5493,8.69354248046875,None,"K22010 - pdtaR - two-component system, response regulator PdtaR",(K) Transcription,-,K,908340.HMPREF9406_1493,2.1699999999999996e-133,378,ANTAR,-,-,-,ko:K22010,-,M00839,-,-,"ko00000,ko00002,ko02022",-,-,-,"ANTAR,Response_reg",NA,NA,NA
RCHGF000204,metabolic process;cellular process;response to stimulus;,AENW01000058,null,"HMPREF9406_1494, EFR35659.1",Glutamine synthetase (EC 6.3.1.2),-1.57,1510,0.424,-3.71,2.11e-4,8.05e-4,Glutamine synthetase (EC 6.3.1.2),"glutamine synthetase, beta-grasp domain protein (EC 6.3.1.2)",negative,1209,403,-0.330272952853598,45279.6999,5.20355224609375,None,"K01915 - glnA, GLUL - glutamine synthetase [EC:6.3.1.2] [6.3.1.2]",(E) Amino Acid metabolis and transport,"Arginine biosynthesis; Alanine, aspartate and glutamate metabolism; Glyoxylate and dicarboxylate metabolism; Nitrogen metabolism; Metabolic pathways; Microbial metabolism in diverse environments; Biosynthesis of amino acids; Two-component system; Necroptosis; Glutamatergic synapse; GABAergic synapse",E,908340.HMPREF9406_1494,1.52e-305,833,glutamine synthetase,glnA,-,6.3.1.2,ko:K01915,"ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727",-,R00253,"RC00010,RC02798","ko00000,ko00001,ko01000,ko04147",-,-,-,"Gln-synt_C,Gln-synt_N",NA,NA,NA
RCHGF000205,Uncategorized;,AENW01000058,null,"HMPREF9406_1495, EFR35855.1","Tungsten formylmethanofuran dehydrogenase, subunit C homolog",-2.17,466,0.316,-6.88,6.12e-12,5.89e-11,"Tungsten formylmethanofuran dehydrogenase, subunit C homolog",hypothetical protein,negative,720,240,-0.090833333333333,25858.4636,7.60980224609375,None,NA,(E) Amino Acid metabolis and transport,-,E,908340.HMPREF9406_1495,3.39e-123,356,GXGXG motif,-,-,-,-,-,-,-,-,-,-,-,-,GXGXG,NA,NA,NA
RCHGF000206,Uncategorized;,AENW01000058,null,"HMPREF9406_1496, EFR35824.1",Glutamate synthase [NADPH] (EC 1.4.1.13),-2.69,884,0.537,-5.01,5.51e-7,3.3e-6,Glutamate synthase [NADPH] (EC 1.4.1.13),4Fe-4S binding domain protein,negative,1503,501,-0.092015968063873,54475.2996,7.49249267578125,None,NA,(E) Amino Acid metabolis and transport,"Alanine, aspartate and glutamate metabolism; Glyoxylate and dicarboxylate metabolism; Nitrogen metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; NA; Biosynthesis of amino acids",E,908340.HMPREF9406_1496,0,983,Glutamate synthase,gltB,-,"1.4.1.13,1.4.1.14,1.4.7.1","ko:K00265,ko:K00284","ko00250,ko00630,ko00910,ko01100,ko01110,ko01120,ko01130,ko01230,map00250,map00630,map00910,map01100,map01110,map01120,map01130,map01230",-,"R00021,R00093,R00114,R00248,R10086","RC00006,RC00010,RC02799","ko00000,ko00001,ko01000",-,-,-,"Fer4,Fer4_7,Fer4_9,GATase_2,GXGXG,Glu_syn_central,Glu_synthase",NA,NA,NA
RCHGF000207,Uncategorized;,AENW01000058,null,"HMPREF9406_1497, EFR35782.1",Glutamate synthase [NADPH] large chain (EC 1.4.1.13),-2.69,146,0.473,-5.7,1.2e-8,8.76e-8,Glutamate synthase [NADPH] large chain (EC 1.4.1.13),class II glutamine amidotransferase,negative,1101,367,-0.183923705722071,41752.5856,5.58331298828125,None,NA,(E) Amino Acid metabolis and transport,-,E,908340.HMPREF9406_1497,3.2500000000000003e-276,754,Glutamine amidotransferases class-II,-,-,-,-,-,-,-,-,-,-,-,-,"GATase_2,GATase_6",NA,NA,NA
RCHGF000208,Uncategorized;,AENW01000058,gdhA,"gdhA, HMPREF9406_1498, EFR35687.1",NADP-specific glutamate dehydrogenase (EC 1.4.1.4),-1.99,220,0.333,-5.96,2.48e-9,1.95e-8,NADP-specific glutamate dehydrogenase (EC 1.4.1.4),"Glu/Leu/Phe/Val dehydrogenase, dimerization domain protein (EC 1.4.1.3)",positive,1332,444,-0.174324324324325,48376.6363000001,6.37164306640625,gdhA,"K00262 - E1.4.1.4, gdhA - glutamate dehydrogenase (NADP+) [EC:1.4.1.4] [1.4.1.4]",(E) Amino Acid metabolis and transport,"Arginine biosynthesis; Alanine, aspartate and glutamate metabolism; NA; Nitrogen metabolism; Metabolic pathways; Carbon metabolism; Necroptosis; Proximal tubule bicarbonate reclamation",E,908340.HMPREF9406_1498,0,875,Belongs to the Glu Leu Phe Val dehydrogenases family,gdhA,-,"1.4.1.3,1.4.1.4","ko:K00261,ko:K00262","ko00220,ko00250,ko00471,ko00910,ko01100,ko01200,ko04217,ko04964,map00220,map00250,map00471,map00910,map01100,map01200,map04217,map04964",M00740,"R00243,R00248","RC00006,RC02799","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,"ELFV_dehydrog,ELFV_dehydrog_N",NA,NA,NA
RCHGF000209,Uncategorized;,AENW01000058,glnA,"glnA, HMPREF9406_1499, EFR35862.1",Glutamine synthetase (EC 6.3.1.2),-1.66,369,0.38,-4.37,1.23e-5,6.03e-5,Glutamine synthetase (EC 6.3.1.2),"glutamate--ammonia ligase, catalytic domain protein (EC 6.3.1.2)",positive,2175,725,-0.231586206896552,81106.1524000005,5.49932861328125,glnA,"K01915 - glnA, GLUL - glutamine synthetase [EC:6.3.1.2] [6.3.1.2]",(S) Function Unknown,"Arginine biosynthesis; Alanine, aspartate and glutamate metabolism; Glyoxylate and dicarboxylate metabolism; Nitrogen metabolism; Metabolic pathways; Microbial metabolism in diverse environments; Biosynthesis of amino acids; Two-component system; Necroptosis; Glutamatergic synapse; GABAergic synapse",S,908340.HMPREF9406_1499,0,1447,glutamine synthetase,glnA,-,6.3.1.2,ko:K01915,"ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727",-,R00253,"RC00010,RC02798","ko00000,ko00001,ko01000,ko04147",-,-,-,"GSIII_N,Gln-synt_C",NA,NA,NA
RCHGF000210,cellular process;response to stimulus;localization;,AENW01000058,null,"HMPREF9406_1500, EFR35851.1",Ammonium transporter,-1.66,389,0.377,-4.41,1.01e-5,5.03e-5,Ammonium transporter,nitrogen regulatory protein P-II,positive,1710,570,0.575964912280703,60481.1754000001,5.85870361328125,None,"K03320 - amt, AMT, MEP - ammonium transporter, Amt family",(P) Inorganic ion transport and metabolism,-,P,908340.HMPREF9406_1500,0,1131,Ammonium Transporter,-,-,-,ko:K03320,-,-,-,-,"ko00000,ko02000",1.A.11,-,-,"Ammonium_transp,P-II",Amt,NA,ammonium
