id,Category,Locus,Gene Name,Aliases,Assigned Function,deseq2_log2_FC,Avg. Expression,lfc SE,wald stat,p-value,deseq2_q_value,ERGO_Function,GenBank_Function,strand,length_nt,length_aa,GRAVY,Molecular_Weight,Iso_electric_Point,gene_name,Kegg_Orthology,COG_Category_description,KEGG_Pathway_names,COG_category_eggnog,seed_ortholog_eggnog,evalue_eggnog,score_eggnog,Description_eggnog,Preferred_name_eggnog,GOs_eggnog,EC_eggnog,KEGG_ko_eggnog,KEGG_Pathway_eggnog,KEGG_Module_eggnog,KEGG_Reaction_eggnog,KEGG_rclass_eggnog,BRITE_eggnog,KEGG_TC_eggnog,CAZy_eggnog,BiGG_Reaction_eggnog,PFAMs_eggnog,TransAAP_Transporter_Family,TransAAP_Subfamily,TransAAP_Substrate_Function
RVCYZ000131,metabolic process;cellular process;response to stimulus;,NODE_1_length_388644_cov_35.133645,glnA,"glnA, pgaptmp_000264, extdb:pgaptmp_000264",Glutamine synthetase (EC 6.3.1.2),-2.48,19000,0.124,-20,9.77e-89,1.97e-86,Glutamine synthetase (EC 6.3.1.2),type I glutamate--ammonia ligase (EC 6.3.1.2),positive,1434,478,-0.340376569037657,53082.9353000001,4.80401611328125,glnA,"K01915 - glnA, GLUL - glutamine synthetase [EC:6.3.1.2] [6.3.1.2]",(E) Amino Acid metabolis and transport,"Arginine biosynthesis; Alanine, aspartate and glutamate metabolism; Glyoxylate and dicarboxylate metabolism; Nitrogen metabolism; Metabolic pathways; Microbial metabolism in diverse environments; Biosynthesis of amino acids; Two-component system; Necroptosis; Glutamatergic synapse; GABAergic synapse",E,552531.BIF_00348,0,972,glutamine synthetase,glnA,"GO:0001968,GO:0003674,GO:0003824,GO:0004356,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006520,GO:0006541,GO:0006542,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009405,GO:0009605,GO:0009607,GO:0009893,GO:0009987,GO:0010468,GO:0010604,GO:0010628,GO:0010755,GO:0010756,GO:0010954,GO:0016020,GO:0016053,GO:0016211,GO:0016874,GO:0016879,GO:0016880,GO:0019222,GO:0019752,GO:0019899,GO:0020012,GO:0030162,GO:0030312,GO:0030682,GO:0031323,GO:0031325,GO:0032268,GO:0032270,GO:0035375,GO:0040007,GO:0043207,GO:0043436,GO:0044044,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044403,GO:0044413,GO:0044415,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0045862,GO:0046394,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0051701,GO:0051704,GO:0051707,GO:0051805,GO:0051807,GO:0051832,GO:0051834,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0060255,GO:0065007,GO:0070613,GO:0071704,GO:0071944,GO:0075136,GO:0080090,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1903317,GO:1903319",6.3.1.2,ko:K01915,"ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727",-,R00253,"RC00010,RC02798","ko00000,ko00001,ko01000,ko04147",-,-,-,"Gln-synt_C,Gln-synt_N",NA,NA,NA
RVCYZ000140,Uncategorized;,NODE_1_length_388644_cov_35.133645,null,"pgaptmp_000272, extdb:pgaptmp_000272",Polyphosphate glucokinase (EC 2.7.1.63) / Polyphosphate ATP-glucomannokinase (EC 2.7.1.-) / Transcriptional regulator,-1.72,5840,0.107,-16,6.910000000000001e-58,3.09e-56,Polyphosphate glucokinase (EC 2.7.1.63) / Polyphosphate ATP-glucomannokinase (EC 2.7.1.-) / Transcriptional regulator,ROK family protein,negative,768,256,-0.00703125,27260.8696,5.32159423828125,None,K00886 - ppgK - polyphosphate glucokinase [EC:2.7.1.63] [2.7.1.63],(G) Carbohydrate metabolism and transport; (K) Transcription,"Glycolysis / Gluconeogenesis; Galactose metabolism; Starch and sucrose metabolism; Amino sugar and nucleotide sugar metabolism; Streptomycin biosynthesis; Neomycin, kanamycin and gentamicin biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; NA; Carbon metabolism",GK,35760.BCHO_0814,1.93e-172,482,ROK family,ppgK,-,"2.7.1.2,2.7.1.63","ko:K00845,ko:K00886","ko00010,ko00052,ko00500,ko00520,ko00521,ko00524,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00052,map00500,map00520,map00521,map00524,map01100,map01110,map01120,map01130,map01200","M00001,M00549","R00299,R01600,R01786,R02187,R02189","RC00002,RC00017","ko00000,ko00001,ko00002,ko01000",-,-,-,ROK,NA,NA,NA
RVCYZ000144,metabolic process;cellular process;,NODE_1_length_388644_cov_35.133645,null,"pgaptmp_000275, extdb:pgaptmp_000275","2,5-diketo-D-gluconic acid reductase (EC 1.1.1.-)",-1.31,4940,0.118,-11.1,1.19e-28,9.47e-28,"2,5-diketo-D-gluconic acid reductase (EC 1.1.1.-)",aldo/keto reductase,positive,834,278,-0.419064748201439,31568.152,4.78155517578125,None,K01338 - lon - ATP-dependent Lon protease [EC:3.4.21.53] [3.4.21.53],(S) Function Unknown,-,S,552531.BIF_01116,7.299999999999999e-210,578,Aldo/keto reductase family,-,-,-,-,-,-,-,-,-,-,-,-,Aldo_ket_red,NA,NA,NA
RVCYZ000149,Uncategorized;,NODE_1_length_388644_cov_35.133645,null,"pgaptmp_000279, extdb:pgaptmp_000279",Hypothetical cytosolic protein,-1.22,1470,0.0914,-13.3,1.8799999999999997e-40,2.89e-39,Hypothetical cytosolic protein,metallopeptidase family protein,negative,366,122,-0.484426229508197,13847.4911,6.03326416015625,None,NA,(S) Function Unknown,-,S,552531.BIF_00264,1.42e-85,251,Zincin-like metallopeptidase,-,-,-,-,-,-,-,-,-,-,-,-,Zincin_1,NA,NA,NA
RVCYZ000150,Uncategorized;,NODE_1_length_388644_cov_35.133645,null,"pgaptmp_000280, extdb:pgaptmp_000280","Acetyltransferase, GNAT family (EC 2.3.1.-)",-1.98,3730,0.142,-13.9,7.6e-44,1.4099999999999999e-42,"Acetyltransferase, GNAT family (EC 2.3.1.-)",GNAT family N-acetyltransferase (EC 2.3.1.-),negative,714,238,-0.726050420168067,27586.8107,5.19378662109375,None,K01996 - livF - branched-chain amino acid transport system ATP-binding protein,(E) Amino Acid metabolis and transport,-,E,552531.BIF_00263,9.259999999999998e-177,492,"Psort location Cytoplasmic, score 8.87",-,-,-,-,-,-,-,-,-,-,-,-,Acetyltransf_1,NA,NA,NA
RVCYZ000152,Uncategorized;,NODE_1_length_388644_cov_35.133645,null,"pgaptmp_000282, extdb:pgaptmp_000282",NA,1.03,84.5,0.237,4.33,1.47e-5,2.63e-5,NA,hypothetical protein,negative,150,50,-0.72,5728.419,5.13519287109375,None,NA,NA,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RVCYZ000154,metabolic process;,NODE_1_length_388644_cov_35.133645,null,"pgaptmp_000284, extdb:pgaptmp_000284",Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3),-1.52,8060,0.113,-13.4,5.64e-41,9.08e-40,Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3),AMP-dependent synthetase/ligase,positive,1887,629,-0.126073131955485,68557.2679000002,5.48529052734375,None,"K01897 - ACSL, fadD - long-chain acyl-CoA synthetase [EC:6.2.1.3] [6.2.1.3]",(I) Lipid metabolism,Fatty acid biosynthesis; Fatty acid degradation; Metabolic pathways; Fatty acid metabolism; Quorum sensing; PPAR signaling pathway; Peroxisome; Ferroptosis; Thermogenesis; Adipocytokine signaling pathway,I,552531.BIF_00385,0,1259,AMP-binding enzyme,-,-,6.2.1.3,ko:K01897,"ko00061,ko00071,ko01100,ko01212,ko02024,ko03320,ko04146,ko04216,ko04714,ko04920,map00061,map00071,map01100,map01212,map02024,map03320,map04146,map04216,map04714,map04920",M00086,R01280,"RC00004,RC00014","ko00000,ko00001,ko00002,ko01000,ko01004,ko04147",4.C.1.1,-,-,AMP-binding,NA,NA,NA
RVCYZ000163,Uncategorized;,NODE_1_length_388644_cov_35.133645,null,"pgaptmp_000293, extdb:pgaptmp_000293",cinnamoyl ester hydrolase (EC 3.1.1.-),-1.31,2660,0.132,-9.99,1.62e-23,1.01e-22,cinnamoyl ester hydrolase (EC 3.1.1.-),alpha/beta fold hydrolase,negative,786,262,-0.102671755725191,28248.6409,5.49505615234375,None,K06889 - K06889 - uncharacterized protein,(S) Function Unknown,-,S,552531.BIF_00780,1.4e-189,526,"Serine aminopeptidase, S33",-,-,-,ko:K06889,-,-,-,-,ko00000,-,-,-,"Abhydrolase_6,Hydrolase_4",NA,NA,NA
RVCYZ000164,Uncategorized;,NODE_1_length_388644_cov_35.133645,null,"pgaptmp_000294, extdb:pgaptmp_000294",Hypothetical cytosolic protein,-1.28,7640,0.144,-8.86,8.25e-19,4.06e-18,Hypothetical cytosolic protein,DUF349 domain-containing protein,negative,1416,472,-0.770762711864405,52337.7911000002,5.66888427734375,None,K02300 - cyoD - cytochrome o ubiquinol oxidase subunit IV,(S) Function Unknown,-,S,552531.BIF_00028,5.33e-294,809,Domain of Unknown Function (DUF349),-,-,-,-,-,-,-,-,-,-,-,-,DUF349,NA,NA,NA
RVCYZ000174,Uncategorized;,NODE_1_length_388644_cov_35.133645,null,"pgaptmp_000304, extdb:pgaptmp_000304",Hypothetical membrane associated protein,-1,2340,0.0836,-12,2.94e-33,2.9e-32,Hypothetical membrane associated protein,hypothetical protein,negative,1005,335,-0.288955223880597,35935.7313000001,4.52630615234375,None,NA,NA,-,-,552531.BIF_00891,1.7799999999999998e-202,566,-,-,-,-,-,-,-,-,-,-,-,-,-,TPM_phosphatase,LIC,NA,unknown substrate
RVCYZ000176,cellular process;,NODE_1_length_388644_cov_35.133645,groL,"groL, pgaptmp_000306, extdb:pgaptmp_000306",60 kDa chaperonin GROEL,-1.85,33200,0.153,-12.1,1.7800000000000002e-33,1.8099999999999998e-32,60 kDa chaperonin GROEL,chaperonin GroEL,negative,1611,537,-0.095158286778399,56437.2372000001,4.69464111328125,groL,"K04077 - groEL, HSPD1 - chaperonin GroEL","(O) Post-translational modification, protein turnover, chaperone functions",RNA degradation; Longevity regulating pathway - worm; Type I diabetes mellitus; Legionellosis; Tuberculosis,O,552531.BIF_00400,0,1010,Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions,groL,"GO:0001666,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006457,GO:0006458,GO:0006950,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0016020,GO:0016465,GO:0022610,GO:0030112,GO:0030312,GO:0030313,GO:0031975,GO:0032991,GO:0036293,GO:0040007,GO:0042026,GO:0042603,GO:0043388,GO:0044093,GO:0044183,GO:0044403,GO:0044406,GO:0044419,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0050896,GO:0051082,GO:0051098,GO:0051099,GO:0051101,GO:0051704,GO:0061077,GO:0065007,GO:0065009,GO:0070482,GO:0071944,GO:0101031,GO:1990220,GO:2000677,GO:2000679",-,ko:K04077,"ko03018,ko04212,ko04940,ko05134,ko05152,map03018,map04212,map04940,map05134,map05152",-,-,-,"ko00000,ko00001,ko03019,ko03029,ko03110,ko04147",-,-,-,Cpn60_TCP1,NA,NA,NA
RVCYZ000177,metabolic process;cellular process;biological regulation;,NODE_1_length_388644_cov_35.133645,null,"pgaptmp_000307, extdb:pgaptmp_000307",Cold shock protein,1.14,129,0.232,4.91,9.28e-7,1.87e-6,Cold shock protein,cold shock domain-containing protein,negative,210,70,-0.447142857142857,7748.6136,6.71795654296875,None,K03704 - cspA - cold shock protein,(K) Transcription,-,K,552531.BIF_01928,4.22e-45,145,'Cold-shock' DNA-binding domain,cspA,-,-,ko:K03704,-,-,-,-,"ko00000,ko03000",-,-,-,CSD,NA,NA,NA
RVCYZ000188,metabolic process;cellular process;,NODE_1_length_388644_cov_35.133645,purB,"purB, pgaptmp_000318, extdb:pgaptmp_000318",Adenylosuccinate lyase (EC 4.3.2.2),-1.48,5580,0.127,-11.6,3.3799999999999995e-31,2.99e-30,Adenylosuccinate lyase (EC 4.3.2.2),adenylosuccinate lyase (EC 4.3.2.2),positive,1443,481,-0.228898128898129,53498.8858000001,5.15252685546875,purB,"K01756 - purB, ADSL - adenylosuccinate lyase [EC:4.3.2.2] [4.3.2.2]",(F) Nucleotide metabolism and transport,"Purine metabolism; Alanine, aspartate and glutamate metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; NA",F,552531.BIF_00886,0,968,Adenylosuccinate lyase C-terminal,purB,-,4.3.2.2,ko:K01756,"ko00230,ko00250,ko01100,ko01110,ko01130,map00230,map00250,map01100,map01110,map01130","M00048,M00049","R01083,R04559","RC00379,RC00444,RC00445","ko00000,ko00001,ko00002,ko01000",-,-,-,"ASL_C,Lyase_1",NA,NA,NA
RVCYZ000190,Uncategorized;,NODE_1_length_388644_cov_35.133645,null,"pgaptmp_000320, extdb:pgaptmp_000320",DNA-binding protein HU,-3.29,7900,0.139,-23.6,1.57e-123,8.439999999999999e-121,DNA-binding protein HU,HU family DNA-binding protein,positive,279,93,-0.270967741935484,9922.32419999999,10.0664672851563,None,K03530 - hupB - DNA-binding protein HU-beta,(L) Replication and repair,-,L,552531.BIF_01345,4.7e-57,177,Belongs to the bacterial histone-like protein family,hup,"GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0009889,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2001141",-,ko:K03530,-,-,-,-,"ko00000,ko03032,ko03036,ko03400",-,-,-,Bac_DNA_binding,NA,NA,NA
RVCYZ000201,metabolic process;cellular process;reproductive process;developmental process;growth;,NODE_1_length_388644_cov_35.133645,metK,"metK, pgaptmp_000331, extdb:pgaptmp_000331",S-adenosylmethionine synthetase (EC 2.5.1.6),-1.14,6160,0.105,-10.9,1.9800000000000003e-27,1.52e-26,S-adenosylmethionine synthetase (EC 2.5.1.6),methionine adenosyltransferase (EC 2.5.1.6),negative,1224,408,-0.333088235294118,44679.2681000001,4.84600830078125,metK,K00789 - metK - S-adenosylmethionine synthetase [EC:2.5.1.6] [2.5.1.6],(H) Coenzyme metabolis,Cysteine and methionine metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Biosynthesis of amino acids,H,552531.BIF_01203,8.719999999999998e-279,764,"Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme",metK,"GO:0003674,GO:0003824,GO:0004478,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0016020,GO:0016740,GO:0016765,GO:0019899,GO:0030312,GO:0035375,GO:0040007,GO:0044424,GO:0044444,GO:0044464,GO:0071944",2.5.1.6,ko:K00789,"ko00270,ko01100,ko01110,ko01230,map00270,map01100,map01110,map01230","M00034,M00035,M00368,M00609","R00177,R04771","RC00021,RC01211","ko00000,ko00001,ko00002,ko01000",-,-,-,"S-AdoMet_synt_C,S-AdoMet_synt_M,S-AdoMet_synt_N",NA,NA,NA
RVCYZ000202,Uncategorized;,NODE_1_length_388644_cov_35.133645,rpoZ,"rpoZ, pgaptmp_000332, extdb:pgaptmp_000332",DNA-directed RNA polymerase omega chain (EC 2.7.7.6),-1.6,2270,0.129,-12.4,4.04e-35,4.5499999999999995e-34,DNA-directed RNA polymerase omega chain (EC 2.7.7.6),DNA-directed RNA polymerase subunit omega (EC 2.7.7.6),negative,282,94,-0.363829787234042,10367.4682,4.27191162109375,rpoZ,K03060 - rpoZ - DNA-directed RNA polymerase subunit omega [EC:2.7.7.6] [2.7.7.6],(K) Transcription,Purine metabolism; Pyrimidine metabolism; Metabolic pathways; RNA polymerase,K,552531.BIF_01204,4.7399999999999996e-60,186,Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits,rpoZ,"GO:0005575,GO:0005618,GO:0005623,GO:0008150,GO:0030312,GO:0040007,GO:0044464,GO:0071944",2.7.7.6,ko:K03060,"ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020",M00183,"R00435,R00441,R00442,R00443",RC02795,"br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400",-,-,-,RNA_pol_Rpb6,NA,NA,NA
RVCYZ000203,metabolic process;cellular process;,NODE_1_length_388644_cov_35.133645,ilvD,"ilvD, pgaptmp_000333, extdb:pgaptmp_000333",Dihydroxy-acid dehydratase (EC 4.2.1.9),-1.52,8220,0.106,-14.3,1.4199999999999998e-46,3.18e-45,Dihydroxy-acid dehydratase (EC 4.2.1.9),dihydroxy-acid dehydratase (EC 4.2.1.9),positive,1857,619,-0.12907915993538,66338.5231000003,5.16265869140625,ilvD,K01687 - ilvD - dihydroxy-acid dehydratase [EC:4.2.1.9] [4.2.1.9],(H) Coenzyme metabolis,"Valine, leucine and isoleucine biosynthesis; Pantothenate and CoA biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; NA; 2-Oxocarboxylic acid metabolism; Biosynthesis of amino acids",H,552531.BIF_00467,0,1231,Belongs to the IlvD Edd family,ilvD,-,4.2.1.9,ko:K01687,"ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00770,map01100,map01110,map01130,map01210,map01230","M00019,M00570","R01209,R04441,R05070","RC00468,RC01714","ko00000,ko00001,ko00002,ko01000",-,-,-,ILVD_EDD,NA,NA,NA
RVCYZ000209,metabolic process;cellular process;,NODE_1_length_388644_cov_35.133645,efp,"efp, pgaptmp_000339, extdb:pgaptmp_000339",Protein translation elongation factor P (EF-P),-1.74,4350,0.125,-14,3.11e-44,6.04e-43,Protein translation elongation factor P (EF-P),elongation factor P,negative,561,187,-0.309625668449198,20517.0218,5.04779052734375,efp,K02356 - efp - elongation factor P,(J) Translation,-,J,552531.BIF_01845,7.02e-134,379,"Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase",efp,"GO:0003674,GO:0003676,GO:0003723,GO:0003746,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006412,GO:0006414,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0034641,GO:0034645,GO:0040007,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576",-,ko:K02356,-,-,-,-,"ko00000,ko03012",-,-,-,"EFP,EFP_N,Elong-fact-P_C",NA,NA,NA
RVCYZ000212,metabolic process;cellular process;response to stimulus;,NODE_1_length_388644_cov_35.133645,tuf,"tuf, pgaptmp_000342, extdb:pgaptmp_000342",Protein translation elongation factor Tu (EF-TU),-2.44,141000,0.159,-15.4,2.78e-53,9.31e-52,Protein translation elongation factor Tu (EF-TU),elongation factor Tu,negative,1197,399,-0.319047619047619,44080.1225000001,4.90997314453125,tuf,"K02358 - tuf, TUFM - elongation factor Tu",(J) Translation,-,J,552531.BIF_01972,2.25e-294,803,This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis,tuf,"GO:0001666,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006950,GO:0008150,GO:0009628,GO:0010035,GO:0010038,GO:0010039,GO:0016020,GO:0019899,GO:0030312,GO:0035375,GO:0036293,GO:0040007,GO:0042221,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0070482,GO:0071944",-,ko:K02358,-,-,-,-,"ko00000,ko03012,ko03029,ko04147",-,-,-,"GTP_EFTU,GTP_EFTU_D2,GTP_EFTU_D3",NA,NA,NA
RVCYZ000213,metabolic process;cellular process;,NODE_1_length_388644_cov_35.133645,fusA,"fusA, pgaptmp_000343, extdb:pgaptmp_000343",Protein translation elongation factor G (EF-G) (EC 3.6.5.3),-1.62,36800,0.145,-11.2,4.9000000000000004e-29,3.97e-28,Protein translation elongation factor G (EF-G) (EC 3.6.5.3),elongation factor G,negative,2127,709,-0.357545839210155,78550.0261000003,4.75115966796875,fusA,"K02355 - fusA, GFM, EFG - elongation factor G",(J) Translation,-,J,552531.BIF_00045,0,1402,"Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome",fusA,"GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044464,GO:0071944",-,ko:K02355,-,-,-,-,"ko00000,ko03012,ko03029",-,-,-,"EFG_C,EFG_II,EFG_IV,GTP_EFTU,GTP_EFTU_D2",NA,NA,NA
RVCYZ000214,metabolic process;cellular process;biological regulation;,NODE_1_length_388644_cov_35.133645,rpsG,"rpsG, pgaptmp_000344, extdb:pgaptmp_000344",SSU ribosomal protein S7P,-1.93,5710,0.126,-15.4,2.5499999999999998e-53,8.72e-52,SSU ribosomal protein S7P,30S ribosomal protein S7,negative,468,156,-0.51025641025641,17551.0412,9.98626708984375,rpsG,"K02992 - RP-S7, MRPS7, rpsG - small subunit ribosomal protein S7",(J) Translation,Ribosome,J,552531.BIF_00032,1.3399999999999999e-104,302,"One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center, probably blocks exit of the E-site tRNA",rpsG,"GO:0000028,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0030312,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0040007,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02992,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S7,NA,NA,NA
RVCYZ000215,metabolic process;cellular process;response to stimulus;biological regulation;,NODE_1_length_388644_cov_35.133645,rpsL,"rpsL, pgaptmp_000345, extdb:pgaptmp_000345",SSU ribosomal protein S12,-2.17,4970,0.164,-13.2,5.32e-40,7.92e-39,SSU ribosomal protein S12,30S ribosomal protein S12,negative,369,123,-0.648780487804878,13564.8241,11.2433471679688,rpsL,"K02950 - RP-S12, MRPS12, rpsL - small subunit ribosomal protein S12",(J) Translation,Ribosome,J,1690.BPSG_0132,8.200000000000001e-81,239,"Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit",rpsL,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0040007,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02950,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosom_S12_S23,NA,NA,NA
